combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_range,opponent,shot_id
Jump Shot,17,135,3,2,1,2008-09,6,13,,2PT Field Goal,Center(C),8-16 ft.,UTA,28507
Jump Shot,154,-10,2,2,1,2008-09,15,15,,2PT Field Goal,Right Side(R),8-16 ft.,UTA,28508
Jump Shot,12,33,10,3,1,2008-09,44,3,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28510
Jump Shot,140,-8,8,3,1,2008-09,48,14,0.0,2PT Field Goal,Right Side(R),8-16 ft.,UTA,28511
Jump Shot,163,206,5,3,1,2008-09,44,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,28512
Jump Shot,1,634,0,3,1,2008-09,1,63,0.0,3PT Field Goal,Back Court(BC),Back Court Shot,UTA,28514
Jump Shot,-4,173,5,4,1,2008-09,29,17,,2PT Field Goal,Center(C),16-24 ft.,UTA,28515
Jump Shot,92,138,2,4,1,2008-09,45,16,,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28517
Jump Shot,89,255,2,4,1,2008-09,11,27,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,28518
Jump Shot,94,238,3,1,1,2008-09,6,25,,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,28520
Jump Shot,-234,17,1,1,1,2008-09,27,23,0.0,3PT Field Goal,Left Side(L),24+ ft.,UTA,28521
Layup,0,0,4,2,1,2008-09,35,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28522
Jump Shot,-81,83,10,3,1,2008-09,9,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,UTA,28523
Jump Shot,116,31,9,3,1,2008-09,33,12,1.0,2PT Field Goal,Right Side(R),8-16 ft.,UTA,28524
Jump Shot,163,23,8,3,1,2008-09,48,16,0.0,2PT Field Goal,Right Side(R),16-24 ft.,UTA,28525
Jump Shot,-24,173,1,3,1,2008-09,59,17,0.0,2PT Field Goal,Center(C),16-24 ft.,UTA,28529
Jump Shot,80,179,0,3,1,2008-09,57,19,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28530
Hook Shot,39,69,11,4,1,2008-09,0,7,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28531
Bank Shot,-103,60,10,4,1,2008-09,33,11,,2PT Field Goal,Left Side(L),8-16 ft.,UTA,28532
Jump Shot,152,224,4,4,1,2008-09,38,27,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,28534
Layup,0,0,3,4,1,2008-09,37,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28535
Jump Shot,-202,47,1,4,1,2008-09,3,20,,2PT Field Goal,Left Side(L),16-24 ft.,UTA,28536
Jump Shot,135,119,5,1,1,2008-09,59,17,,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28537
Jump Shot,-217,105,4,1,1,2008-09,42,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,UTA,28538
Jump Shot,9,88,2,1,1,2008-09,53,8,0.0,2PT Field Goal,Center(C),8-16 ft.,UTA,28539
Jump Shot,-171,-10,2,1,1,2008-09,22,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,UTA,28540
Jump Shot,177,12,6,2,1,2008-09,10,17,0.0,2PT Field Goal,Right Side(R),16-24 ft.,UTA,28541
Layup,0,0,4,2,1,2008-09,47,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28542
Layup,0,0,4,2,1,2008-09,8,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28543
Jump Shot,-98,91,2,2,1,2008-09,41,13,,2PT Field Goal,Left Side(L),8-16 ft.,UTA,28544
Jump Shot,-75,162,2,2,1,2008-09,29,17,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,28545
Jump Shot,-90,53,0,2,1,2008-09,27,10,0.0,2PT Field Goal,Left Side(L),8-16 ft.,UTA,28546
Jump Shot,4,89,10,3,1,2008-09,45,8,1.0,2PT Field Goal,Center(C),8-16 ft.,UTA,28548
Jump Shot,171,-22,10,3,1,2008-09,18,17,0.0,2PT Field Goal,Right Side(R),16-24 ft.,UTA,28549
Jump Shot,-106,80,9,3,1,2008-09,51,13,0.0,2PT Field Goal,Left Side(L),8-16 ft.,UTA,28550
Jump Shot,81,142,5,3,1,2008-09,17,16,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28552
Jump Shot,-15,74,1,3,1,2008-09,35,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28553
Jump Shot,-103,102,0,3,1,2008-09,0,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,UTA,28554
Jump Shot,170,167,8,4,1,2008-09,37,23,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,28555
Jump Shot,-111,3,5,4,1,2008-09,54,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,UTA,28556
Jump Shot,176,12,4,4,1,2008-09,40,17,,2PT Field Goal,Right Side(R),16-24 ft.,UTA,28557
Jump Shot,-175,53,2,4,1,2008-09,12,18,0.0,2PT Field Goal,Left Side(L),16-24 ft.,UTA,28558
Layup,0,0,0,4,1,2008-09,28,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28559
Jump Shot,-76,285,0,4,1,2008-09,1,29,0.0,3PT Field Goal,Center(C),24+ ft.,UTA,28560
Jump Shot,182,45,11,1,1,2008-09,43,18,1.0,2PT Field Goal,Right Side(R),16-24 ft.,UTA,28561
Jump Shot,21,198,10,1,1,2008-09,14,19,1.0,2PT Field Goal,Center(C),16-24 ft.,UTA,28562
Jump Shot,157,-8,6,1,1,2008-09,58,15,1.0,2PT Field Goal,Right Side(R),8-16 ft.,UTA,28564
Jump Shot,162,127,6,1,1,2008-09,19,20,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28565
Layup,0,0,4,1,1,2008-09,27,0,,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28567
Jump Shot,-67,135,6,2,1,2008-09,8,15,,2PT Field Goal,Center(C),8-16 ft.,UTA,28569
Layup,0,0,5,2,1,2008-09,18,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28570
Jump Shot,196,53,4,2,1,2008-09,38,20,0.0,2PT Field Goal,Right Side(R),16-24 ft.,UTA,28571
Jump Shot,-205,-13,2,2,1,2008-09,11,20,,2PT Field Goal,Left Side(L),16-24 ft.,UTA,28572
Jump Shot,-116,216,0,2,1,2008-09,49,24,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,UTA,28573
Jump Shot,-174,-28,10,3,1,2008-09,58,17,1.0,2PT Field Goal,Left Side(L),16-24 ft.,UTA,28574
Jump Shot,80,214,10,3,1,2008-09,13,22,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28575
Jump Shot,110,186,9,3,1,2008-09,9,21,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28576
Jump Shot,-109,183,8,3,1,2008-09,27,21,,2PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,28577
Jump Shot,159,105,4,3,1,2008-09,44,19,0.0,2PT Field Goal,Right Side(R),16-24 ft.,UTA,28578
Jump Shot,-204,96,9,4,1,2008-09,49,22,0.0,2PT Field Goal,Left Side(L),16-24 ft.,UTA,28579
Jump Shot,-130,175,7,4,1,2008-09,14,21,,2PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,28581
Jump Shot,121,168,6,4,1,2008-09,25,20,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,28582
Jump Shot,2,112,5,4,1,2008-09,4,11,0.0,2PT Field Goal,Center(C),8-16 ft.,UTA,28583
Jump Shot,-155,195,0,4,1,2008-09,14,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,UTA,28584
Jump Shot,83,97,11,1,1,2008-09,12,12,1.0,2PT Field Goal,Right Side(R),8-16 ft.,UTA,28585
Jump Shot,171,30,8,1,1,2008-09,29,17,0.0,2PT Field Goal,Right Side(R),16-24 ft.,UTA,28586
Jump Shot,-87,197,7,1,1,2008-09,11,21,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,28587
Jump Shot,108,252,10,2,1,2008-09,49,27,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,28588
Jump Shot,-10,146,7,2,1,2008-09,13,14,,2PT Field Goal,Center(C),8-16 ft.,UTA,28591
Layup,0,0,6,2,1,2008-09,22,0,,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28592
Layup,0,0,5,2,1,2008-09,33,0,,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28593
Layup,0,0,2,2,1,2008-09,49,0,,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28594
Jump Shot,-4,85,0,2,1,2008-09,7,8,1.0,2PT Field Goal,Center(C),8-16 ft.,UTA,28595
Jump Shot,116,7,11,3,1,2008-09,12,11,0.0,2PT Field Goal,Right Side(R),8-16 ft.,UTA,28596
Layup,0,0,5,3,1,2008-09,3,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28597
Layup,0,0,4,3,1,2008-09,14,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28598
Jump Shot,-177,187,3,3,1,2008-09,2,25,,3PT Field Goal,Left Side Center(LC),24+ ft.,UTA,28599
Jump Shot,-127,233,11,4,1,2008-09,29,26,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,UTA,28600
Jump Shot,-52,105,10,4,1,2008-09,56,11,0.0,2PT Field Goal,Center(C),8-16 ft.,UTA,28601
Jump Shot,225,33,10,4,1,2008-09,52,22,0.0,3PT Field Goal,Right Side(R),24+ ft.,UTA,28602
Jump Shot,12,44,8,4,1,2008-09,35,4,,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,28603
Jump Shot,-105,96,4,4,1,2008-09,25,14,1.0,2PT Field Goal,Left Side(L),8-16 ft.,UTA,28604
Jump Shot,-161,-19,2,4,1,2008-09,11,16,,2PT Field Goal,Left Side(L),16-24 ft.,UTA,28605
Jump Shot,108,123,9,1,1,2008-09,49,16,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28607
Jump Shot,176,181,8,1,1,2008-09,49,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,28608
Layup,0,0,8,1,1,2008-09,2,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28609
Jump Shot,105,238,2,1,1,2008-09,42,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,28610
Jump Shot,92,-2,7,2,1,2008-09,34,9,,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28611
Jump Shot,125,176,4,2,1,2008-09,40,21,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28612
Jump Shot,-101,127,2,2,1,2008-09,11,16,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28614
Jump Shot,-64,20,0,2,1,2008-09,37,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28616
Jump Shot,-183,138,0,2,1,2008-09,1,22,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28617
Jump Shot,97,1,10,3,1,2008-09,36,9,0.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28618
Jump Shot,77,246,5,3,1,2008-09,36,25,,3PT Field Goal,Center(C),24+ ft.,HOU,28620
Jump Shot,-152,108,4,3,1,2008-09,19,18,1.0,2PT Field Goal,Left Side(L),16-24 ft.,HOU,28621
Jump Shot,26,268,3,3,1,2008-09,46,26,,3PT Field Goal,Center(C),24+ ft.,HOU,28622
Jump Shot,42,102,3,3,1,2008-09,10,11,1.0,2PT Field Goal,Center(C),8-16 ft.,HOU,28623
Jump Shot,2,186,2,3,1,2008-09,5,18,1.0,2PT Field Goal,Center(C),16-24 ft.,HOU,28624
Jump Shot,62,129,1,3,1,2008-09,0,14,1.0,2PT Field Goal,Center(C),8-16 ft.,HOU,28625
Jump Shot,-168,181,0,3,1,2008-09,34,24,,3PT Field Goal,Left Side Center(LC),24+ ft.,HOU,28626
Jump Shot,-29,159,10,4,1,2008-09,49,16,,2PT Field Goal,Center(C),16-24 ft.,HOU,28627
Jump Shot,130,-2,10,4,1,2008-09,12,13,,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28628
Hook Shot,-24,42,8,4,1,2008-09,41,4,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28630
Jump Shot,62,208,7,4,1,2008-09,39,21,0.0,2PT Field Goal,Center(C),16-24 ft.,HOU,28631
Jump Shot,47,153,6,4,1,2008-09,2,16,0.0,2PT Field Goal,Center(C),16-24 ft.,HOU,28632
Jump Shot,114,257,2,4,1,2008-09,2,28,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,28634
Dunk,0,0,0,4,1,2008-09,18,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28636
Jump Shot,-59,164,11,1,1,2008-09,14,17,,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28637
Jump Shot,81,146,9,1,1,2008-09,58,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28638
Jump Shot,100,168,8,1,1,2008-09,23,19,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28639
Layup,0,0,8,1,1,2008-09,2,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28640
Jump Shot,-161,131,7,1,1,2008-09,7,20,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28641
Jump Shot,-164,138,6,1,1,2008-09,27,21,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28642
Jump Shot,143,225,3,1,1,2008-09,56,26,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,28643
Jump Shot,125,168,3,1,1,2008-09,21,20,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28644
Jump Shot,-38,266,2,1,1,2008-09,5,26,0.0,3PT Field Goal,Center(C),24+ ft.,HOU,28645
Jump Shot,140,170,0,1,1,2008-09,1,22,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28647
Jump Shot,7,175,2,2,1,2008-09,55,17,0.0,2PT Field Goal,Center(C),16-24 ft.,HOU,28649
Jump Shot,-152,162,1,2,1,2008-09,45,22,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28650
Jump Shot,154,11,10,3,1,2008-09,11,15,,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28652
Jump Shot,-16,148,9,3,1,2008-09,14,14,,2PT Field Goal,Center(C),8-16 ft.,HOU,28653
Layup,0,0,9,3,1,2008-09,9,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28654
Jump Shot,-139,172,8,3,1,2008-09,13,22,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28655
Layup,0,0,7,3,1,2008-09,44,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28656
Jump Shot,106,22,6,3,1,2008-09,27,10,1.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28657
Jump Shot,61,209,7,4,1,2008-09,36,21,0.0,2PT Field Goal,Center(C),16-24 ft.,HOU,28658
Jump Shot,-138,108,6,4,1,2008-09,10,17,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28659
Layup,0,0,4,4,1,2008-09,16,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28661
Layup,0,0,4,4,1,2008-09,14,0,,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28662
Jump Shot,-168,12,3,4,1,2008-09,41,16,0.0,2PT Field Goal,Left Side(L),16-24 ft.,HOU,28663
Jump Shot,-52,181,10,1,1,2008-09,46,18,1.0,2PT Field Goal,Center(C),16-24 ft.,HOU,28664
Jump Shot,174,181,9,1,1,2008-09,36,25,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,28665
Jump Shot,157,157,9,1,1,2008-09,13,22,,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28666
Layup,0,0,7,1,1,2008-09,53,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28667
Jump Shot,94,143,5,1,1,2008-09,51,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28668
Jump Shot,106,45,4,1,1,2008-09,13,11,1.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28669
Jump Shot,-62,56,8,2,1,2008-09,23,8,0.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,28670
Jump Shot,-95,239,6,2,1,2008-09,55,25,,3PT Field Goal,Left Side Center(LC),24+ ft.,HOU,28671
Jump Shot,-202,9,5,2,1,2008-09,26,20,0.0,2PT Field Goal,Left Side(L),16-24 ft.,HOU,28672
Jump Shot,89,74,4,2,1,2008-09,32,11,0.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28673
Jump Shot,2,50,3,2,1,2008-09,55,5,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28674
Layup,0,0,2,2,1,2008-09,32,0,,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28675
Jump Shot,-32,276,1,2,1,2008-09,42,27,0.0,3PT Field Goal,Center(C),24+ ft.,HOU,28676
Jump Shot,92,241,7,3,1,2008-09,49,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,28677
Jump Shot,-54,55,6,3,1,2008-09,41,7,,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28678
Jump Shot,133,113,3,3,1,2008-09,55,17,,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28679
Jump Shot,89,63,2,3,1,2008-09,20,10,0.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28680
Jump Shot,0,329,0,3,1,2008-09,0,32,1.0,3PT Field Goal,Center(C),24+ ft.,HOU,28682
Layup,0,0,10,4,1,2008-09,44,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28683
Jump Shot,9,53,7,4,1,2008-09,37,5,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28684
Layup,0,0,7,4,1,2008-09,35,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28685
Layup,0,0,6,4,1,2008-09,56,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28686
Jump Shot,43,47,6,4,1,2008-09,36,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28687
Jump Shot,81,181,4,4,1,2008-09,34,19,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28688
Jump Shot,-182,190,2,4,1,2008-09,21,26,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,HOU,28689
Jump Shot,189,134,1,4,1,2008-09,40,23,0.0,2PT Field Goal,Right Side(R),16-24 ft.,HOU,28690
Layup,0,0,1,4,1,2008-09,22,0,,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28691
Jump Shot,108,230,11,1,1,2008-09,28,25,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,28692
Jump Shot,29,115,7,1,1,2008-09,43,11,1.0,2PT Field Goal,Center(C),8-16 ft.,HOU,28694
Jump Shot,17,162,6,1,1,2008-09,46,16,,2PT Field Goal,Center(C),16-24 ft.,HOU,28695
Jump Shot,-232,0,1,1,1,2008-09,16,23,0.0,3PT Field Goal,Left Side(L),24+ ft.,HOU,28697
Jump Shot,-93,146,0,1,1,2008-09,39,17,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28698
Jump Shot,200,74,0,1,1,2008-09,1,21,0.0,2PT Field Goal,Right Side(R),16-24 ft.,HOU,28699
Jump Shot,-101,116,3,2,1,2008-09,6,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,28700
Jump Shot,88,123,2,2,1,2008-09,36,15,1.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28701
Jump Shot,4,203,2,2,1,2008-09,1,20,,2PT Field Goal,Center(C),16-24 ft.,HOU,28702
Layup,0,0,9,3,1,2008-09,39,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28704
Layup,0,0,8,3,1,2008-09,27,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28705
Jump Shot,26,75,7,3,1,2008-09,24,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28706
Jump Shot,-144,93,6,3,1,2008-09,44,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,HOU,28707
Jump Shot,141,225,2,3,1,2008-09,29,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,28708
Jump Shot,200,31,8,1,1,2008-09,18,20,,2PT Field Goal,Right Side(R),16-24 ft.,HOU,28710
Layup,0,0,5,1,1,2008-09,39,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28711
Jump Shot,77,72,3,1,1,2008-09,12,10,1.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28713
Jump Shot,69,146,2,1,1,2008-09,25,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28714
Jump Shot,95,127,2,1,1,2008-09,1,15,0.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28715
Jump Shot,-53,196,6,2,1,2008-09,3,20,0.0,2PT Field Goal,Center(C),16-24 ft.,HOU,28716
Layup,0,0,3,2,1,2008-09,38,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28717
Jump Shot,75,239,1,2,1,2008-09,37,25,1.0,3PT Field Goal,Center(C),24+ ft.,HOU,28720
Jump Shot,-122,227,0,2,1,2008-09,48,25,,3PT Field Goal,Left Side Center(LC),24+ ft.,HOU,28721
Jump Shot,-119,14,0,2,1,2008-09,2,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,28722
Jump Shot,97,134,10,3,1,2008-09,23,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28723
Jump Shot,-43,119,8,3,1,2008-09,59,12,0.0,2PT Field Goal,Center(C),8-16 ft.,HOU,28724
Jump Shot,-111,99,8,3,1,2008-09,31,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,28725
Jump Shot,-57,170,4,3,1,2008-09,28,17,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28726
Jump Shot,94,113,10,1,1,2008-09,41,14,0.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28728
Jump Shot,-62,97,9,1,1,2008-09,45,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,28729
Jump Shot,88,203,7,1,1,2008-09,54,22,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28731
Jump Shot,80,209,4,1,1,2008-09,30,22,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28733
Layup,0,0,3,1,1,2008-09,22,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28734
Layup,0,0,2,1,1,2008-09,31,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28735
Jump Shot,-174,25,11,2,1,2008-09,43,17,,2PT Field Goal,Left Side(L),16-24 ft.,HOU,28736
Jump Shot,179,28,10,2,1,2008-09,31,18,0.0,2PT Field Goal,Right Side(R),16-24 ft.,HOU,28737
Jump Shot,-43,66,10,2,1,2008-09,0,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28738
Jump Shot,106,118,5,2,1,2008-09,37,15,1.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28739
Layup,0,0,2,2,1,2008-09,55,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28741
Dunk,0,0,0,2,1,2008-09,26,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28742
Jump Shot,-11,441,0,2,1,2008-09,0,44,,3PT Field Goal,Back Court(BC),Back Court Shot,HOU,28743
Jump Shot,-234,72,8,3,1,2008-09,30,24,,3PT Field Goal,Left Side(L),24+ ft.,HOU,28744
Jump Shot,-57,105,8,3,1,2008-09,2,11,0.0,2PT Field Goal,Center(C),8-16 ft.,HOU,28745
Jump Shot,144,116,5,3,1,2008-09,2,18,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28746
Layup,0,0,0,3,1,2008-09,23,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28748
Jump Shot,92,116,6,4,1,2008-09,40,14,0.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,28749
Bank Shot,-76,60,4,4,1,2008-09,24,9,1.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,28750
Jump Shot,12,246,3,4,1,2008-09,30,24,0.0,3PT Field Goal,Center(C),24+ ft.,HOU,28751
Bank Shot,-98,39,2,4,1,2008-09,27,10,1.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,28753
Jump Shot,-65,252,2,4,1,2008-09,2,26,,3PT Field Goal,Center(C),24+ ft.,HOU,28754
Jump Shot,130,138,11,1,1,2008-09,11,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,28755
Layup,0,0,10,1,1,2008-09,45,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28756
Jump Shot,-52,257,7,2,1,2008-09,54,26,0.0,3PT Field Goal,Center(C),24+ ft.,HOU,28758
Jump Shot,-112,142,6,2,1,2008-09,52,18,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,HOU,28759
Layup,0,0,5,2,1,2008-09,8,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28760
Layup,0,0,3,2,1,2008-09,32,0,,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28761
Jump Shot,173,205,1,2,1,2008-09,2,26,,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,28762
Jump Shot,50,272,10,3,1,2008-09,8,27,1.0,3PT Field Goal,Center(C),24+ ft.,HOU,28763
Layup,-8,26,1,3,1,2008-09,21,2,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,28766
Jump Shot,-52,64,10,1,1,2008-09,25,8,0.0,2PT Field Goal,Left Side(L),8-16 ft.,DEN,28767
Jump Shot,-103,131,9,1,1,2008-09,21,16,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,DEN,28768
Layup,0,0,8,1,1,2008-09,10,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DEN,28769
Jump Shot,-65,75,6,1,1,2008-09,10,9,1.0,2PT Field Goal,Left Side(L),8-16 ft.,DEN,28771
Jump Shot,133,1,2,1,1,2008-09,10,13,1.0,2PT Field Goal,Right Side(R),8-16 ft.,DEN,28773
Jump Shot,111,137,1,1,1,2008-09,38,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DEN,28774
Jump Shot,-54,105,7,2,1,2008-09,44,11,0.0,2PT Field Goal,Center(C),8-16 ft.,DEN,28775
Jump Shot,-149,26,6,2,1,2008-09,10,15,,2PT Field Goal,Left Side(L),8-16 ft.,DEN,28776
Jump Shot,160,0,4,2,1,2008-09,43,16,0.0,2PT Field Goal,Right Side(R),8-16 ft.,DEN,28777
Dunk,0,0,4,2,1,2008-09,31,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DEN,28778
Jump Shot,-185,192,3,2,1,2008-09,15,26,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DEN,28779
Jump Shot,-224,71,2,2,1,2008-09,42,23,,3PT Field Goal,Left Side(L),24+ ft.,DEN,28780
